index,metadata,proba_canon,prediction,accord,auteur
1858_Segur-comtesse-de_Les-Malheurs-de-Sophie,non_canon,0.265517037216077,non_canon,True,Segur-comtesse-de
1858_Segur-comtesse-de_Les-Petites-Filles-Modeles,non_canon,0.0089952424944121,non_canon,True,Segur-comtesse-de
1859_Souvestre-Emile_Les-reprouves-et-les-elus_Tome-2,non_canon,0.0073676433374781,non_canon,True,Souvestre-Emile
1859_Souvestre-Emile_Les-reprouves-et-les-elus_Tome-1,non_canon,0.0030489950491585,non_canon,True,Souvestre-Emile
1859_Segur-comtesse-de_Les-Vacances,non_canon,0.0128724359304974,non_canon,True,Segur-comtesse-de
1860_Erckmann-Chatrian_Contes-fantastiques,non_canon,0.4835241590234015,canon,False,Erckmann-Chatrian
1860_Segur-comtesse-de_Les-Memoires-d-un-ane,non_canon,0.0307159807785206,non_canon,True,Segur-comtesse-de
1860_Privat-d-Anglemont-Alexandre_Paris-anecdote,non_canon,0.3273742586158636,non_canon,True,Privat-d-Anglemont-Alexandre
1861_Veilles-comtesse-de_Sagesse-et-bonte-livre-des-jeunes-personnes,non_canon,0.0045857246922146,non_canon,True,Veilles-comtesse-de
1861_Segur-comtesse-de_Pauvre-Blaise,non_canon,0.0681716016335728,non_canon,True,Segur-comtesse-de
1862_Erckmann-Chatrian_L-Invasion-ou-le-Fou-Yegof,non_canon,0.6942967562968233,canon,False,Erckmann-Chatrian
1862_Erckmann-Chatrian_Contes-des-bords-du-Rhin,non_canon,0.5265631028935254,canon,False,Erckmann-Chatrian
1862_Erckmann-Chatrian_Confidences-d-un-joueur-de-clarinette,non_canon,0.8308134204970392,canon,False,Erckmann-Chatrian
1862_Guise-Charles-de_Le-Cap-au-Diable,non_canon,0.0458400361288983,non_canon,True,Guise-Charles-de
1862_Segur-comtesse-de_La-soeur-de-Gribouille,non_canon,0.5335128819216749,canon,False,Segur-comtesse-de
1863_Verne-Jules_Cinq-Semaines-en-ballon,canon,0.2742396440293671,non_canon,False,Verne-Jules
1863_Erckmann-Chatrian_Madame-Therese,non_canon,0.8554391119680488,canon,False,Erckmann-Chatrian
1863_Segur-comtesse-de_Les-deux-nigauds,non_canon,0.596447002092514,canon,False,Segur-comtesse-de
1863_Achard-Amedee_Les-Coups-d-epee-de-M-de-la-Guerche,non_canon,1.8979481960092068e-06,non_canon,True,Achard-Amedee
1863_Vattier-d-Ambroyse-Valentine_Claire-de-Rives,non_canon,0.0104168383215278,non_canon,True,Vattier-d-Ambroyse-Valentine
1863_Fromentin-Eugene_Dominique,canon,0.5961778821404331,canon,True,Fromentin-Eugene
1864_Verne-Jules_Le-comte-de-Chanteleine-,canon,0.144382031075486,non_canon,False,Verne-Jules
1864_Segur-comtesse-de_François-le-Bossu,non_canon,0.0129849586761733,non_canon,True,Segur-comtesse-de
1864_Erckmann-Chatrian_L-ami-Fritz,non_canon,0.8058165801754797,canon,False,Erckmann-Chatrian
1864_Erckmann-Chatrian_Histoire-d-un-conscrit-de-1813,non_canon,0.7896791408726147,canon,False,Erckmann-Chatrian
1864_Lavergne-Alexandre-de_La-Famille-de-Marsal,non_canon,2.647416796885201e-06,non_canon,True,Lavergne-Alexandre-de
1865_Erckmann-Chatrian_Histoire-d-un-homme-du-peuple,non_canon,0.9445518769857656,canon,False,Erckmann-Chatrian
1865_Erckmann-Chatrian_Waterloo,non_canon,0.7025737091523584,canon,False,Erckmann-Chatrian
1865_Verne-Jules_De-la-Terre-a-la-Lune,canon,0.315212642964247,non_canon,False,Verne-Jules
1865_Scholl-Aurelien_Les-Gens-tares,non_canon,7.459591387377377e-06,non_canon,True,Scholl-Aurelien
1866_Erckmann-Chatrian_Le-Blocus,non_canon,0.6433908248813506,canon,False,Erckmann-Chatrian
1866_Segur-comtesse-de_Jean-qui-grogne-et-Jean-qui-rit,non_canon,0.0228250007402673,non_canon,True,Segur-comtesse-de
1866_Segur-comtesse-de_Un-Bon-Petit-Diable,non_canon,0.3110537763814408,non_canon,True,Segur-comtesse-de
1866_Valter-Adolphine-De-Jonge-Mme_Les-Confessions-de-la-comtesse-d-Aquilar-etude-historique,non_canon,0.1287571476707499,non_canon,True,Valter-Adolphine-De-Jonge-Mme
1866_Stern-Daniel_Nelida-Herve-Julien,non_canon,0.2160820137729743,non_canon,True,Stern-Daniel
1867_Taulier-Jules_Les-Deux-petits-Robinsons-de-la-Grande-Chartreuse,non_canon,0.0063209029219024,non_canon,True,Taulier-Jules
1867_Segur-comtesse-de_Le-Mauvais-Genie,non_canon,0.0103838298035321,non_canon,True,Segur-comtesse-de
1867_Pressense-Elise-de_Deux-ans-au-lycee,non_canon,0.0872257749391705,non_canon,True,Pressense-Elise-de
1869_L-Epine-Ernest_Voyage-autour-du-grand-monde,non_canon,0.045412533350229,non_canon,True,L-Epine-Ernest
1869_Erckmann-Chatrian_Histoire-d-un-paysan_III,non_canon,0.4303662872303272,canon,False,Erckmann-Chatrian
1869_Biart-Lucien_Pile-et-face,non_canon,0.0030766560291855,non_canon,True,Biart-Lucien
1869_Erckmann-Chatrian_Histoire-d-un-paysan_I,non_canon,0.7916556804173895,canon,False,Erckmann-Chatrian
1869_Saint-Felix-Jules-de_L-Amie-de-la-reine,non_canon,0.0420472088204645,non_canon,True,Saint-Felix-Jules-de
1869_Erckmann-Chatrian_Histoire-d-un-paysan_II,non_canon,0.6066255696035996,canon,False,Erckmann-Chatrian
1869_Erckmann-Chatrian_Histoire-d-un-paysan_IV,non_canon,0.3292568218483966,non_canon,True,Erckmann-Chatrian
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers,canon,0.8981381743148706,canon,True,Verne-Jules
1871_Verne-Jules_Une-Ville-flottante,canon,0.8468306193367254,canon,True,Verne-Jules
1871_Achard-Amedee_Recits-d-un-soldat,non_canon,0.0560199486945125,non_canon,True,Achard-Amedee
1871_Erckmann-Chatrian_Les-deux-freres,non_canon,0.2404072628553716,non_canon,True,Erckmann-Chatrian
1872_Guise-Charles-de_Helika-Memoire-d-un-vieux-maitre-d-ecole,non_canon,0.0043569841789664,non_canon,True,Guise-Charles-de
1872_Verne-Jules_Le-tour-du-monde-en-quatre-vingts-jours,canon,0.2268922561058501,non_canon,False,Verne-Jules
1872_Lamothe-Alexandre-de_Le-Taureau-des-Vosges,non_canon,0.0053789628660868,non_canon,True,Lamothe-Alexandre-de
1873_Scholl-Aurelien_La-Dame-des-palmiers,non_canon,2.475897048753137e-06,non_canon,True,Scholl-Aurelien
1873_L-Epine-Ernest_La-vie-a-grand-orchestre--charivari-parisien,non_canon,4.179572223661591e-06,non_canon,True,L-Epine-Ernest
1873_Pressense-Elise-de_Un-petit-monde-d-enfants,non_canon,0.1364309714293289,non_canon,True,Pressense-Elise-de
1874_Achard-Amedee_Envers-et-contre-tous,non_canon,5.39802387062302e-06,non_canon,True,Achard-Amedee
1874_Erckmann-Chatrian_Les-annees-de-college-de-maitre-Nablot,non_canon,0.4681601072211864,canon,False,Erckmann-Chatrian
1874_Verne-Jules_Le-Chancellor,canon,0.4586504188142336,canon,True,Verne-Jules
1875_L-Epine-Ernest_a-coups-de-fusil,non_canon,5.133109960190086e-06,non_canon,True,L-Epine-Ernest
1875_Toudouze-Gustave_La-sirene-Souvenir-de-Capri,non_canon,0.5983505975364195,canon,False,Toudouze-Gustave
1875_Thierry-Gilbert_L-Aventure-d-une-ame-en-peine,non_canon,0.0391582865773463,non_canon,True,Thierry-Gilbert
1875_Verne-Jules_L-Ile-Mysterieuse,canon,0.7068402589156604,canon,True,Verne-Jules
1875_Cherbuliez-Victor_Miss-Rovel,non_canon,0.0398655579203404,non_canon,True,Cherbuliez-Victor
1876_Erckmann-Chatrian_Maitre-Gaspard-Fix-suivi-de-L-education-d-un-feodal,non_canon,0.0828651347751613,non_canon,True,Erckmann-Chatrian
1876_Sarcey-Francisque_Le-Piano-de-Jeanne,non_canon,0.0072111531468895,non_canon,True,Sarcey-Francisque
1876_Delpit-Albert_Jean-nu-pieds-chronique-de-1832_volume-2,non_canon,0.003970845196103,non_canon,True,Delpit-Albert
1876_Greville-Henry_La-princesse-Ogherof,non_canon,0.0037783680483986,non_canon,True,Greville-Henry
1876_Glady-Alberic_Male-et-femelle,non_canon,0.0515799569727536,non_canon,True,Glady-Alberic
1876_Greville-Henry_L-expiation-de-Saveli,non_canon,0.0262246255688135,non_canon,True,Greville-Henry
1876_Delpit-Albert_Jean-nu-pieds-chronique-de-1832_volume-1,non_canon,1.6116749194239537e-05,non_canon,True,Delpit-Albert
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-1),non_canon,0.0076066968424014,non_canon,True,Boisgobey-Fortune-du
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-2),non_canon,0.0054204423794744,non_canon,True,Boisgobey-Fortune-du
1876_Erckmann-Chatrian_Un-chef-de-chantier-a-l-isthme-de-Suez,non_canon,0.0380449889073604,non_canon,True,Erckmann-Chatrian
1876_Richepin-Jean_Les-Morts-bizarres,non_canon,0.5,canon,False,Richepin-Jean
1876_Sarcey-Francisque_Etienne-Moret,non_canon,0.3307357638169484,non_canon,True,Sarcey-Francisque
1876_Greville-Henry_Dosia,non_canon,0.0251661662860072,non_canon,True,Greville-Henry
1876_Verne-Jules_Michel-Strogoff,canon,0.2542907399382202,non_canon,False,Verne-Jules
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable,non_canon,1.820911867569108e-05,non_canon,True,Boisgobey-Fortune-du
1877_Greville-Henry_Les-Koumiassine,non_canon,9.038383142332194e-06,non_canon,True,Greville-Henry
1877_Verne-Jules_Les-Indes-noires,canon,0.1413879170328522,non_canon,False,Verne-Jules
1877_Greville-Henry_Sonia,non_canon,0.002542844924447,non_canon,True,Greville-Henry
1877_Verne-Jules_Hector-Servadac-Voyages-et-aventures-a-travers-le-monde-solaire,canon,0.6862398799913104,canon,True,Verne-Jules
1877_Parfait-Paul_L-Agent-secret,non_canon,0.0042451227876597,non_canon,True,Parfait-Paul
1878_Greville-Henry_Les-epreuves-de-Raissa,non_canon,2.245027672085365e-06,non_canon,True,Greville-Henry
1878_Greville-Henry_Nouvelles-russes,non_canon,0.0077892991054822,non_canon,True,Greville-Henry
1878_Verne-Jules_Un-capitaine-de-quinze-ans,canon,0.4464526158328611,canon,True,Verne-Jules
1878_Revillon-Tony_Noemi,non_canon,0.0493149427040699,non_canon,True,Revillon-Tony
1878_L-Estoile-Pierre_Un-scandale-en-province--un-mari,non_canon,1.1480437426753914e-05,non_canon,True,L-Estoile-Pierre
1878_Boisgobey-Fortune-du_Le-crime-de-l-Opera_2,non_canon,0.0229882186277109,non_canon,True,Boisgobey-Fortune-du
1878_Boisgobey-Fortune-du_Le-crime-de-l-Opera_1,non_canon,0.1464884912791982,non_canon,True,Boisgobey-Fortune-du
1878_Cherbuliez-Victor_L-idee-de-Jean-Teterol,non_canon,0.0044492705486502,non_canon,True,Cherbuliez-Victor
1879_Delorme-Rene-Saint-Juirs_Une-Coquine,non_canon,9.6212362016647e-08,non_canon,True,Delorme-Rene-Saint-Juirs
1879_Merouvel-Charles_La-Vertu-de-l-abbe-Mirande-moeurs-parisiennes,non_canon,0.0251604444598372,non_canon,True,Merouvel-Charles
1879_Verne-Jules_Les-Tribulations-d-un-Chinois-en-Chine,canon,0.0834002527013338,non_canon,False,Verne-Jules
1879_Greville-Henry_Suzanne-Normis,non_canon,6.798544227845724e-06,non_canon,True,Greville-Henry
1879_Greville-Henry_La-Niania,non_canon,4.18044766824816e-07,non_canon,True,Greville-Henry
1879_Cherbuliez-Victor_Amours-fragiles,non_canon,0.0125197119404974,non_canon,True,Cherbuliez-Victor
1880_Greville-Henry_Le-moulin-Frappier,non_canon,0.0256362229021118,non_canon,True,Greville-Henry
1880_Leriche-Henri_Henri-Leriche-La-Soutane-aux-orties,non_canon,0.005092527687572,non_canon,True,Leriche-Henri
1880_Greville-Henry_Cite-Menard,non_canon,0.0352260647493279,non_canon,True,Greville-Henry
1880_Merouvel-Charles_La-Filleule-de-la-duchesse,non_canon,0.0056354270555105,non_canon,True,Merouvel-Charles
1880_Greville-Henry_Croquis,non_canon,5.523450010979281e-06,non_canon,True,Greville-Henry
1881_Erckmann-Chatrian_Les-Vieux-de-la-Vieille-Justine-et-Lucien.,non_canon,0.0942675105783687,non_canon,True,Erckmann-Chatrian
1881_Greville-Henry_Perdue,non_canon,0.0341443849315794,non_canon,True,Greville-Henry
1881_Boisgobey-Fortune-du_Le-crime-de-l-omnibus,non_canon,0.0445414535830462,non_canon,True,Boisgobey-Fortune-du
1881_Cherbuliez-Victor_Noirs-et-Rouges,non_canon,4.0487817061804684e-06,non_canon,True,Cherbuliez-Victor
1881_Greville-Henry_Lucie-Rodey,non_canon,0.0568221928715326,non_canon,True,Greville-Henry
1881_Pressense-Elise-de_Petite-mere,non_canon,0.286856785110254,non_canon,True,Pressense-Elise-de
1881_Cladel-Leon_Les-Va-Nu-Pieds,non_canon,0.0078417969733403,non_canon,True,Cladel-Leon
1881_Nervo-Robert-de_Bon-de-Nervo-Les-Memoires-de-mon-coupe,non_canon,0.1711160589504215,non_canon,True,Nervo-Robert-de
1882_Verne-Jules_L-Ecole-des-Robinsons,canon,0.7328553482731345,canon,True,Verne-Jules
1882_Delpit-Albert_La-Marquise,non_canon,0.0066259840464,non_canon,True,Delpit-Albert
1882_Cladel-Leon_Ompdrailles-le-Tombeau-des-lutteurs,non_canon,0.0736256318106776,non_canon,True,Cladel-Leon
1882_Merouvel-Charles_Le-Mari-de-la-Florentine,non_canon,1.2186655616877509e-05,non_canon,True,Merouvel-Charles
1882_Lacroix-Auguste_La-Famille-Robert,non_canon,2.0240653780560944e-07,non_canon,True,Lacroix-Auguste
1882_Greville-Henry_Madame-de-Dreux,non_canon,0.0103316831133259,non_canon,True,Greville-Henry
1882_Toudouze-Gustave_La-Seductrice,non_canon,0.0822713911271855,non_canon,True,Toudouze-Gustave
1882_Greville-Henry_Ariadne,non_canon,0.0116984052134378,non_canon,True,Greville-Henry
1882_Scholl-Aurelien_Memoires-du-trottoir,non_canon,0.0065379324895899,non_canon,True,Scholl-Aurelien
1882_Verne-Jules_Le-rayon-vert,canon,0.8538046712706802,canon,True,Verne-Jules
1882_Sarcey-Francisque_Les-Miseres-d-un-fonctionnaire-chinois,non_canon,7.04789371347238e-06,non_canon,True,Sarcey-Francisque
1883_Greville-Henry_L-ingenue,non_canon,0.0283787794959707,non_canon,True,Greville-Henry
1883_Merouvel-Charles_Angele-Meraud,non_canon,0.0035520001462491,non_canon,True,Merouvel-Charles
1883_Greville-Henry_Louis-Breuil-histoire-d-un-pantouflard,non_canon,0.1130354022154847,non_canon,True,Greville-Henry
1883_Toudouze-Gustave_La-Baronne-moeurs-parisiennes,non_canon,0.2191489357131654,non_canon,True,Toudouze-Gustave
1883_Job-A_L-homme-à-Toinon,non_canon,0.007524521064066,non_canon,True,Job-A
1883_Fere-Octave_Les-Mysteres-du-Louvre,non_canon,0.0122184951117932,non_canon,True,Fere-Octave
1883_Montagne-Edouard_Le-Batard-de-Ravaillac,non_canon,1.2724355676818755e-06,non_canon,True,Montagne-Edouard
1883_Greville-Henry_Le-voeu-de-Nadia,non_canon,0.0148612318015059,non_canon,True,Greville-Henry
1883_Greville-Henry_La-maison-de-Maureze,non_canon,1.5342223089519568e-05,non_canon,True,Greville-Henry
1883_Greville-Henry_Angele,non_canon,0.0250134938380219,non_canon,True,Greville-Henry
1883_Greville-Henry_Une-trahison,non_canon,0.0430180845145884,non_canon,True,Greville-Henry
1883_Cherbuliez-Victor_La-ferme-du-Choquard,non_canon,0.0065823819426251,non_canon,True,Cherbuliez-Victor
1884_Le-Roy-Albert_L-Amour-sans-phrase,non_canon,1.4916680823113786e-05,non_canon,True,Le-Roy-Albert
1884_Normand-Jacques_Le-Monde-ou-nous-sommes,non_canon,0.0116391614512289,non_canon,True,Normand-Jacques
1884_Halt-Robert_Marianne,non_canon,0.0048816945903582,non_canon,True,Halt-Robert
1884_Racot-Adolphe-Pradel-Georges_Le-Diamant-rouge,non_canon,4.592371105277578e-08,non_canon,True,Racot-Adolphe-Pradel-Georges
1885_Boisgobey-Fortune-du_Le-pouce-crochu,non_canon,0.01377646790604,non_canon,True,Boisgobey-Fortune-du
1885_Mahalin-Paul_L-hotellerie-sanglante,non_canon,1.1319443353746722e-06,non_canon,True,Mahalin-Paul
1885_Greville-Henry_a-travers-champs,non_canon,0.0265452122569236,non_canon,True,Greville-Henry
1885_Bourget-Paul_Cruelle-Enigme,canon,0.6302634774741565,canon,True,Bourget-Paul
1885_Greville-Henry_Idylles,non_canon,0.0749543568496021,non_canon,True,Greville-Henry
1885_Greville-Henry_Les-Ormes,non_canon,0.0254062267374902,non_canon,True,Greville-Henry
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien,non_canon,0.0040068822824529,non_canon,True,Amero-Constant
1885_Greville-Henry_Clairefontaine,non_canon,0.0163843241296559,non_canon,True,Greville-Henry
1885_Greville-Henry_Le-mors-aux-dents,non_canon,0.0648531654509468,non_canon,True,Greville-Henry
1885_Verne-Jules_Mathias-Sandorf,canon,0.633469397581829,canon,True,Verne-Jules
1885_Boisgobey-Fortune-du_La-voilette-bleue,non_canon,0.0492029339310098,non_canon,True,Boisgobey-Fortune-du
1886_Bourget-Paul_Andre-Cornelis,canon,0.5954697813153442,canon,True,Bourget-Paul
1886_Mahalin-Paul_La-filleule-de-Lagardere_Tome-2-L-heritiere,non_canon,9.568433024333084e-07,non_canon,True,Mahalin-Paul
1886_Mahalin-Paul_La-filleule-de-Lagardere_Tome-1-La-saltimbanque,non_canon,0.0044339656516452,non_canon,True,Mahalin-Paul
1886_Mirbeau-Octave_Le-Calvaire,canon,0.0223353484874698,non_canon,False,Mirbeau-Octave
1886_Boisgobey-Fortune-du_La-Bande-rouge_Tome-I,non_canon,6.176378418342666e-06,non_canon,True,Boisgobey-Fortune-du
1886_Boisgobey-Fortune-du_La-Bande-rouge_Tome-II,non_canon,1.4959918567098924e-05,non_canon,True,Boisgobey-Fortune-du
1886_Michel-Louise_Memoires,canon,0.2542471721728886,non_canon,False,Michel-Louise
1887_Greville-Henry_Nikanor,non_canon,0.1384162269080437,non_canon,True,Greville-Henry
1887_Verne-Jules_Nord-contre-Sud,canon,0.2509520143763658,non_canon,False,Verne-Jules
1887_Bourget-Paul_Mensonges,canon,0.48734316888267,canon,True,Bourget-Paul
1887_Delpit-Albert_Mademoiselle-de-Bressier,non_canon,0.0029154651936946,non_canon,True,Delpit-Albert
1888_Rosny-aine-J-H_Les-Corneilles,non_canon,0.6203758754489097,canon,False,Rosny-aine-J-H
1888_Verne-Jules_Deux-ans-de-vacances,canon,0.7279286656357377,canon,True,Verne-Jules
1888_Boisgobey-Fortune-du_L-Oeil-de-chat_Tome1,non_canon,0.0315050848277768,non_canon,True,Boisgobey-Fortune-du
1888_Greville-Henry_La-seconde-mere,non_canon,0.014948286776858,non_canon,True,Greville-Henry
1888_Boisgobey-Fortune-du_L-Oeil-de-chat_Tome2,non_canon,0.0541449378505795,non_canon,True,Boisgobey-Fortune-du
1888_Mirbeau-Octave_L-Abbe-Jules,canon,0.109878594431803,non_canon,False,Mirbeau-Octave
1889_Boisgobey-Fortune-du_La-main-froide,non_canon,0.0549361445390894,non_canon,True,Boisgobey-Fortune-du
1889_Boisgobey-Fortune-du_Double-Blanc,non_canon,0.0902371904645412,non_canon,True,Boisgobey-Fortune-du
1889_Verne-Jules_Au-XXIXe-siecle-ou-la-journee-d-un-journaliste-americain,canon,0.6846137315806895,canon,True,Verne-Jules
1890_Mirbeau-Octave_Sebastien-Roch,canon,0.5258793421620196,canon,True,Mirbeau-Octave
1890_Tonelli-Philippe_Scenes-de-la-vie-corse,non_canon,0.0319594299884317,non_canon,True,Tonelli-Philippe
1890_Greville-Henry_Le-passe,non_canon,0.0151992796262691,non_canon,True,Greville-Henry
1890_Bourget-Paul_Un-Coeur-de-femme,canon,0.6593291368272107,canon,True,Bourget-Paul
1890_Gourmont-Remy-de_Sixtine--roman-de-la-vie-cerebrale,canon,0.331488318772447,non_canon,False,Gourmont-Remy-de
1891_Greville-Henry_Peril,non_canon,0.0209044465084689,non_canon,True,Greville-Henry
1892_Verne-Jules_Le-Chateau-des-Carpathes,canon,0.5604246416357067,canon,True,Verne-Jules
1892_Greville-Henry_Chenerol,non_canon,0.0059983059736781,non_canon,True,Greville-Henry
1892_Rodenbach-Georges_Bruges-la-Morte,canon,0.7237600602075326,canon,True,Rodenbach-Georges
1892_Bourget-Paul_La-terre-promise,canon,0.8886317433922254,canon,True,Bourget-Paul
1893_Feval-Paul-fils_les-suites-de-lagardere_2-les-chevauchees-de-lagardere,non_canon,3.835759567509563e-06,non_canon,True,Feval-Paul-fils
1893_Bourget-Paul_Cosmopolis,canon,0.7669952230815984,canon,True,Bourget-Paul
1893_Feval-Paul-fils_les-suites-de-lagardere_6-le-duc-de-nevers,non_canon,3.441120489529084e-07,non_canon,True,Feval-Paul-fils
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu,non_canon,1.7150233497233494e-05,non_canon,True,Feval-Paul-fils
