doc_name,date,auteur,titre,gender,subgenre,canon_roman,canon_auteur,bac,brevet,lm,sup,prix,gf,pleiade,gouv
1958_Simenon-Georges_Les-scrupules-de-Maigret,1958,georges simenon,les scrupules de maigret,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1909_Ivoi-Paul-d-_L-Espion-X-323_Volume-I-L-Homme-sans-visage,1909,paul d  ivoi,l espion x 323,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1904_Moselly-Emile_Jean-des-Brebis-ou-Le-livre-de-la-misere,1904,emile moselly,jean des brebis ou le livre de la misere,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1898_Louÿs-Pierre_La-femme-et-le-pantin,1898,pierre louÿs,la femme et le pantin,male,érotisme,non_canon,canon,0,0,0,0,0,0,0,0
1895_Arene-Paul_Le-Midi-bouge,1895,paul arene,le midi bouge,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1879_Huysmans-Joris-Karl_Les-soeurs-Vatard,1879,joris karl huysmans,les soeurs vatard,male,,canon,canon,0,0,1,0,0,0,0,1
1875_Aimard-Gustave_Ourson-Tete-de-Fer,1875,gustave aimard,ourson tete de fer,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1985_Villard-Marc_Le-sentier-de-la-guerre,1985,marc villard,le sentier de la guerre,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1859_Ponson-du-Terrail-Pierre_Les-Chevaliers-du-Clair-de-Lune,1859,du terrail pierre ponson,les chevaliers du clair de lune,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1882_Witt-Henriette-de_Scenes-historiques,1882,henriette de witt,scenes historiques,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
2015_Dabos-Christelle_La-Passe-miroir_2-Les-Disparus-du-Clairdelune,2015,christelle dabos,la passe miroir,female,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1938_Larbaud-Valery_Aux-couleurs-de-Rome,1938,valery larbaud,aux couleurs de rome,male,récit de voyage,non_canon,canon,0,0,1,0,0,0,1,0
1878_Malot-Hector_Sans-famille,1878,hector malot,sans famille,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Zola-Emile_La-curee,1872,emile zola,la curee,male,cycles et séries,canon,canon,1,0,1,0,0,1,1,0
1896_Dumur-Louis_Pauline-ou-la-liberte-de-l-amour,1896,louis dumur,pauline ou la liberte de l amour,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1859_Musset-Paul-de_Lui-et-Elle,1859,paul de musset,lui et elle,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1936_Nemirovsky-Irene_Jezabel,1936,irene nemirovsky,jezabel,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1919_Giraudoux-Jean_Elpenor,1919,jean giraudoux,elpenor,male,,non_canon,canon,0,0,1,0,0,0,1,0
1871_Porie-Isa_Le-Roman-d-un-seminariste,1871,isa porie,le roman d un seminariste,female,épistolaire,non_canon,non_canon,0,0,0,0,0,0,0,0
1873_Malot-Hector_Clotilde-Martory,1873,hector malot,clotilde martory,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Daudet-Alphonse_Le-Pere-Achille,1872,alphonse daudet,le pere achille,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-2,1831,alphonse macaire stanislas signol,le chiffonnier,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1921_Rosny-aine-J-H_L-Etonnant-Voyage-de-Hareton-Ironcastle,1921,aine j h rosny,l etonnant voyage de hareton ironcastle,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1956_Magali_Saison-perdue,1956,magali,saison perdue,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1928_Cami-Pierre-Henri_le-jugement-dernier,1928,pierre henri cami,le jugement dernier,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1870_Houssaye-Arsene_Les-Courtisanes-du-monde_Tome-1,1870,arsene houssaye,les courtisanes du monde,male,cycles et séries,non_canon,non_canon,0,0,0,0,0,0,0,0
1954_Delly_L'heritier-des-ducs-de-Sailles,1954,delly,l'heritier des ducs de sailles,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1905_Ramuz-Charles-Ferdinand_Aline,1905,charles ferdinand ramuz,aline,male,,non_canon,canon,0,0,1,0,0,0,1,0
1890_Gourmont-Remy-de_Sixtine--roman-de-la-vie-cerebrale,1890,remy de gourmont,sixtine  roman de la vie cerebrale,male,,non_canon,canon,0,0,0,0,0,0,0,0
1892_Daudet-Alphonse_Rose-et-Ninette-et-autres-histoires,1892,alphonse daudet,rose et ninette et autres histoires,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1927_Bernede-Arthur_Belphegor,1927,arthur bernede,belphegor,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-I-Les-Etrangleurs,1868,du terrail pierre ponson,le dernier mot de rocambole,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1981_Bouvier-Nicolas_Le-poisson-scorpion,1981,nicolas bouvier,le poisson scorpion,male,non-fiction,non_canon,non_canon,0,0,0,0,0,0,0,0
1993_Rolin-Olivier_L-Invention-du-monde,1993,olivier rolin,l invention du monde,male,,non_canon,canon,0,0,0,0,0,0,0,0
1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee,1893,berthe vadier,rose et rosette odyssee d une trop belle poupee,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1851_Ceard-Henry_Belle-journee,1851,henry ceard,belle journee,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1873_Pressense-Elise-de_Un-petit-monde-d-enfants,1873,elise de pressense,un petit monde d enfants,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1849_Dumas-Alexandre_Le-Collier-de-la-reine,1849,alexandre dumas,le collier de la reine,male,roman historique,non_canon,canon,0,0,0,0,0,0,1,0
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-2),1856,paul feval,madame gil blas souvenirs et aventures d une femme de notre temps,male,cycles et séries,non_canon,non_canon,0,0,0,0,0,0,0,0
1990_Quignard-Pascal_La-raison,1990,pascal quignard,la raison,male,roman historique,non_canon,canon,0,0,0,0,0,0,0,0
1959_Simenon-Georges_Maigret-et-les-temoins-recalcitrants,1959,georges simenon,maigret et les temoins recalcitrants,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1986_Kristof-Agota_Le-Grand-Cahier,1986,agota kristof,le grand cahier,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1863_Segur-comtesse-de_Les-deux-nigauds,1863,comtesse de segur,les deux nigauds,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1948_Colette_L-Ingenue-libertine,1948,colette,l ingenue libertine,female,,non_canon,canon,0,0,1,0,0,0,1,0
1948_Barjavel-Rene_Le-diable-l-emporte,1948,rene barjavel,le diable l emporte,male,science-fiction,non_canon,non_canon,0,0,0,0,0,0,0,0
1997_Vargas-Fred_Sans-feu-ni-lieu,1997,fred vargas,sans feu ni lieu,female,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1887_Greville-Henry_Nikanor,1887,henry greville,nikanor,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1880_Feval-Paul_L-homme-sans-bras,1880,paul feval,l homme sans bras,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1864_Segur-comtesse-de_François-le-Bossu,1864,comtesse de segur,françois le bossu,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1926_Istrati-Panait_Les-recits-d-Adrien-Zograffi_IV,1926,panait istrati,les recits d adrien zograffi,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1949_Simenon-Georges_Maigret-et-la-vieille-dame,1949,georges simenon,maigret et la vieille dame,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1851_Souvestre-Emile_Les-derniers-paysans_Tome-1,1851,emile souvestre,les derniers paysans,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1846_Balzac-Honore-de_La-Femme-abandonnee,1846,honore de balzac,la femme abandonnee,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1889_Graffigny-H-de-Le-Faure-Georges_Aventures-extraordinaires-d-un-savant-russe_Tome-I-La-lune,1889,h de le faure georges graffigny,aventures extraordinaires d un savant russe,male,science-fiction,non_canon,non_canon,0,0,0,0,0,0,0,0
1927_Rosny-aine-J-H_La-Femme-disparue,1927,aine j h rosny,la femme disparue,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Feuillet-Octave_Julia-de-Trecoeur,1872,octave feuillet,julia de trecoeur,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1958_Beauvoir-Simone-de_Memoires-d-une-jeune-fille-rangee,1958,simone de beauvoir,memoires d une jeune fille rangee,female,mémoires et autobiographie,canon,canon,1,1,1,1,0,0,1,0
1875_Ulbach-Louis_Le-Secret-de-Mlle-Chagnier,1875,louis ulbach,le secret de mlle chagnier,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1997_Bergounioux-Pierre_L-empreinte,1997,pierre bergounioux,l empreinte,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1968_Barjavel-Rene_La-nuit-des-temps,1968,rene barjavel,la nuit des temps,male,science-fiction,non_canon,non_canon,0,0,0,0,0,0,0,0
1844_Tarbe-Des-Sablons-Michelle-Catherine-Josephine-Guespereau-Mme-Sebastien-Andre_Onesie-ou-les-Soirees-de-l-abbaye-suivie-de-Enguerrand-ou-le-Duel,1844,des sablons michelle catherine josephine guespereau mme sebastien andre tarbe,onesie ou les soirees de l abbaye suivie de enguerrand ou le duel,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1929_Crevel-Rene_Etes-vous-fous-,1929,rene crevel,etes vous fous ,male,,non_canon,canon,0,0,0,0,0,0,0,0
1878_Zaccone-Pierre_La-Dame-d-Auteuil,1878,pierre zaccone,la dame d auteuil,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1889_Loti-Pierre_Japoneries-d-automne,1889,pierre loti,japoneries d automne,male,récit de voyage,non_canon,canon,0,0,1,0,0,0,0,0
1930_Delly_Gille-de-Cesbres,1930,delly,gille de cesbres,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1864_Barbey-d-Aurevilly-Jules_Un-pretre-marie,1864,d aurevilly jules barbey,un pretre marie,male,,non_canon,canon,0,0,0,0,0,0,0,0
1842_Dumas-Alexandre_Le-Chevalier-d-Harmental,1842,alexandre dumas,le chevalier d harmental,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1966_Simenon-Georges_Maigret-et-l-affaire-Nahour,1966,georges simenon,maigret et l affaire nahour,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1842_Dumas-Alexandre_Le-Capitaine-Arena_Volume-1,1842,alexandre dumas,le capitaine arena,male,récit de voyage,non_canon,canon,0,0,0,0,0,0,1,0
2010_Echenoz-Jean_Des-eclairs,2010,jean echenoz,des eclairs,male,,non_canon,canon,0,0,0,0,0,0,0,0
1864_Verne-Jules_Le-comte-de-Chanteleine-,1864,jules verne,le comte de chanteleine ,male,roman historique,non_canon,canon,0,0,0,0,0,0,1,0
1924_Leroux-Gaston_La-machine-a-assassiner,1924,gaston leroux,la machine a assassiner,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1859_Saintine-X-B._Metamorphoses-de-la-femme,1859,x b. saintine,metamorphoses de la femme,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1910_Delly_Esclave-ou-reine,1910,delly,esclave ou reine,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1943_Genet-Jean_Notre-Dame-des-Fleurs,1943,jean genet,notre dame des fleurs,male,,non_canon,canon,0,0,0,0,0,0,1,0
1829_Custine-Astolphe-de_Aloys-ou-le-Religieux-du-mont-Saint-Bernard,1829,astolphe de custine,aloys ou le religieux du mont saint bernard,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1916_Ardel-Henri_Le-chemin-qui-descend,1916,henri ardel,le chemin qui descend,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1897_Vanderem-Fernand_Les-Deux-Rives-Roman,1897,fernand vanderem,les deux rives roman,male,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1899_Colomb-Josephine_Chloris-et-Jeanneton,1899,josephine colomb,chloris et jeanneton,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1881_Berthet-Elie_Le-Charlatan,1881,elie berthet,le charlatan,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1843_Balzac-Honore-de_Pierrette,1843,honore de balzac,pierrette,male,cycles et séries,canon,canon,0,0,1,0,0,1,1,0
1834_Arlincourt-Charles-Victor_Le-brasseur-roi_tome-1,1834,charles victor arlincourt,le brasseur roi,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1844_Balzac-Honore-de_Le-Cabinet-des-Antiques,1844,honore de balzac,le cabinet des antiques,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1878_Loti-Pierre_Aziyade,1878,pierre loti,aziyade,male,épistolaire,non_canon,canon,0,0,1,0,0,0,0,0
1909_Feval-Paul-fils_Les-suites-de-lagardere_8-La-reine-cotillon,1909,paul fils feval,les suites de lagardere,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1884_Chavette-Eugene_Le-saucisson-a-pattes_I-Fil-a-beurre,1884,eugene chavette,le saucisson a pattes,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1925_Crevel-Rene_Mon-corps-et-moi,1925,rene crevel,mon corps et moi,male,,non_canon,canon,0,0,0,0,0,0,0,0
1873_Gaboriau-Emile_L-argent-des-autres_II,1873,emile gaboriau,l argent des autres,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1866_Stern-Daniel_Nelida-Herve-Julien,1866,daniel stern,nelida herve julien,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1953_Vian-Boris_L-arrache-coeur,1953,boris vian,l arrache coeur,male,,non_canon,canon,0,0,0,0,0,0,1,0
1936_Aragon-Louis_Les-Beaux-Quartiers,1936,louis aragon,les beaux quartiers,male,cycles et séries,canon,canon,0,0,1,0,1,0,1,0
1843_Balzac-Honore-de_Histoire-des-Treize,1843,honore de balzac,histoire des treize,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1901_Dhanys-Marcel_Sur-les-marches-du-trone,1901,marcel dhanys,sur les marches du trone,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1867_Houssaye-Arsene_La-Pantoufle-de-Cendrillon-ou-Suzanne-aux-coquelicots,1867,arsene houssaye,la pantoufle de cendrillon ou suzanne aux coquelicots,male,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1843_Balzac-Honore-de_Histoire-des-Treize-et-La-Fille-aux-yeux-d’or,1843,honore de balzac,histoire des treize et la fille aux yeux d’or,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1845_Balzac-Honore-de_La-Recherche-de-l-Absolu,1845,honore de balzac,la recherche de l absolu,male,cycles et séries,canon,canon,0,0,1,1,0,0,1,0
2010_Daeninckx-Didier_Galadio,2010,didier daeninckx,galadio,male,roman historique,non_canon,canon,0,0,0,0,0,0,0,0
1835_Chaumier-Simeon_La-Taverniere-de-la-cite,1835,simeon chaumier,la taverniere de la cite,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1913_Leroux-Gaston_Rouletabille-chez-le-tsar,1913,gaston leroux,rouletabille chez le tsar,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1845_Balzac-Honore-de_Le-Chef-d-oeuvre-inconnu,1845,honore de balzac,le chef d oeuvre inconnu,male,cycles et séries,canon,canon,1,0,1,1,0,0,1,0
1901_Cim-Albert_Contes-et-souvenirs-de-mon-pays,1901,albert cim,contes et souvenirs de mon pays,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1869_Gaboriau-Emile_Monsieur-Lecoq_I,1869,emile gaboriau,monsieur lecoq,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
2008_Ernaux-Annie_Les-annees,2008,annie ernaux,les annees,female,mémoires et autobiographie,canon,canon,0,0,0,1,0,0,0,0
1909_Giraudoux-Jean_Provinciales,1909,jean giraudoux,provinciales,male,,non_canon,canon,0,0,1,0,0,0,1,0
2000_Millet-Richard_Lauve-le-pur,2000,richard millet,lauve le pur,male,,non_canon,canon,0,0,0,0,0,0,0,0
1888_Rosny-aine-J-H_Les-Corneilles,1888,aine j h rosny,les corneilles,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1855_Dumas-Alexandre_Le-page-du-duc-de-Savoie_III,1855,alexandre dumas,le page du duc de savoie,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1926_Leroux-Gaston_Le-fantome-de-l-Opera,1926,gaston leroux,le fantome de l opera,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1854_Barbey-d-Aurevilly-Jules_L-ensorcelee,1854,d aurevilly jules barbey,l ensorcelee,male,roman historique,canon,canon,0,0,0,0,0,1,0,0
1881_Valles-Jules_L-Enfant,1881,jules valles,l enfant,male,mémoires et autobiographie,canon,canon,1,1,0,0,0,1,1,0
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-8),1856,paul feval,madame gil blas souvenirs et aventures d une femme de notre temps,male,cycles et séries,non_canon,non_canon,0,0,0,0,0,0,0,0
2012_Deville-Patrick_Peste-et-cholera,2012,patrick deville,peste et cholera,male,biographie,canon,non_canon,0,0,0,0,1,0,0,0
1876_Feuillet-Octave_Histoire-de-Sibylle,1876,octave feuillet,histoire de sibylle,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1864_Lavergne-Alexandre-de_La-Famille-de-Marsal,1864,alexandre de lavergne,la famille de marsal,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1998_Rouaud-Jean_Pour-vos-cadeaux,1998,jean rouaud,pour vos cadeaux,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1857_Quix-E._La-Journee-d-un-philosophe,1857,e. quix,la journee d un philosophe,,,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Dumas-Alexandre_Robin-Hood-le-prince-des-voleurs_I,1872,alexandre dumas,robin hood le prince des voleurs,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1847_Sand-George_Simon,1847,george sand,simon,female,,non_canon,canon,0,0,1,0,0,0,1,0
1860_Privat-d-Anglemont-Alexandre_Paris-anecdote,1860,d anglemont alexandre privat,paris anecdote,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1921_Pagnol-Marcel_La-Petite-Fille-aux-yeux-sombres-suivi-de-Les-secrets-de-Dieu,1921,marcel pagnol,la petite fille aux yeux sombres suivi de les secrets de dieu,male,,non_canon,canon,0,0,1,0,0,0,0,0
1846_Balzac-Honore-de_Gobseck,1846,honore de balzac,gobseck,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1877_Gayet-de-Cesena-Amedee_Le-Chapelet-d-amour,1877,de cesena amedee gayet,le chapelet d amour,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1878_Houssaye-Arsene_Arsene-Houssaye-Les-Larmes-de-Jeanne-histoire-parisienne,1878,arsene houssaye,arsene houssaye les larmes de jeanne histoire parisienne,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1879_Fabre-Ferdinand_Les-Courbezon-scenes-de-la-vie-clericale,1879,ferdinand fabre,les courbezon scenes de la vie clericale,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1888_Theuriet-Andre_Gertrude-et-Veronique,1888,andre theuriet,gertrude et veronique,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
2016_Foenkinos-David_Le-mystere-Henri-Pick,2016,david foenkinos,le mystere henri pick,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1831_Montovar-Mme-Ha-Dges_Aslega,1831,mme ha dges montovar,aslega,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1878_Girardin-Jules_Ouida-Pascarel-roman-imite-de-l-anglais,1878,jules girardin,ouida pascarel roman imite de l anglais,male,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1850_Lamartine-Alphonse-de_Genevieve--histoire-d-une-servante,1850,alphonse de lamartine,genevieve  histoire d une servante,male,,non_canon,canon,0,0,1,0,0,0,1,0
1897_Mael-Pierre_Au-pays-du-mystere,1897,pierre mael,au pays du mystere,male,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1869_Pillon-Alexandre_Les-Contes-noirs,1869,alexandre pillon,les contes noirs,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1955_Delly_Le-roi-aux-yeux-de-reve,1955,delly,le roi aux yeux de reve,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1912_Lensia-Jenny_Genie-du-foyer,1912,jenny lensia,genie du foyer,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1924_Crevel-René_Détours,1924,rené crevel,détours,male,,non_canon,canon,0,0,0,0,0,0,0,0
1867_Sauquet-Victor_L-Enfant-des-montagnes,1867,victor sauquet,l enfant des montagnes,male,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1882_Loti-Pierre_Suleima,1882,pierre loti,suleima,male,,non_canon,canon,0,0,1,0,0,0,0,0
1860_Feval-Paul_Le-Chevalier-Tenebre,1860,paul feval,le chevalier tenebre,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1880_Karr-Alphonse_Bourdonnements,1880,alphonse karr,bourdonnements,male,non-fiction,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Dumas-Alexandre_Le-docteur-mysterieux_II,1872,alexandre dumas,le docteur mysterieux,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
2007_Adam-Olivier_A-l-abri-de-rien,2007,olivier adam,a l abri de rien,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Gouraud-Julie_Les-Filles-du-professeur,1876,julie gouraud,les filles du professeur,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1903_Adam-Paul_Au-soleil-de-juillet,1903,paul adam,au soleil de juillet,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1972_Yourcenar-Marguerite_Denier-du-reve,1972,marguerite yourcenar,denier du reve,female,,non_canon,canon,0,0,0,0,0,0,1,0
1878_Chavannes-de-La-Giraudiere-Hippolyte-de_Patrice,1878,de la giraudiere hippolyte de chavannes,patrice,male,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1934_Le-Faure-Georges_Le-brigadier-Floridor,1934,faure georges le,le brigadier floridor,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1955_Delly_Ourida,1955,delly,ourida,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1840_Dumas-Alexandre_Le-Capitaine-Pamphile,1840,alexandre dumas,le capitaine pamphile,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1845_Karr-Alphonse_Voyage-autour-de-mon-jardin,1845,alphonse karr,voyage autour de mon jardin,male,épistolaire,non_canon,non_canon,0,0,0,0,0,0,0,0
1956_Delly_Hoelle-aux-yeux-pers,1956,delly,hoelle aux yeux pers,female,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1951_Delly_Reinette,1951,delly,reinette,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1833_Sand-George_Lavinia,1833,george sand,lavinia,female,,non_canon,canon,0,0,1,0,0,0,1,0
1931_Nemirovsky-Irene_Les-Mouches-d-automne,1931,irene nemirovsky,les mouches d automne,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1861_Dumas-Alexandre_Bric-a-Brac,1861,alexandre dumas,bric a brac,male,nouvelles,non_canon,canon,0,0,0,0,0,0,1,0
1855_Chapus-Eugene_Les-soirees-de-Chantilly,1855,eugene chapus,les soirees de chantilly,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1846_Balzac-Honore-de_La-Grenadiere,1846,honore de balzac,la grenadiere,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1991_Gailly-Christian_L-Air,1991,christian gailly,l air,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1997_Ferney-Alice_Grace-et-denuement,1997,alice ferney,grace et denuement,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1899_Ohnet-Georges_Au-fond-du-gouffre,1899,georges ohnet,au fond du gouffre,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1888_Eekhoud-Georges_La-Nouvelle-Carthage,1888,georges eekhoud,la nouvelle carthage,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1995_Duras-Marguerite_Ecrire,1995,marguerite duras,ecrire,female,,non_canon,canon,0,0,0,0,0,0,1,0
1845_Sue-Eugene_La-coucaratcha_Tome-I,1845,eugene sue,la coucaratcha,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,0,0
1863_Vattier-d-Ambroyse-Valentine_Claire-de-Rives,1863,d ambroyse valentine vattier,claire de rives,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1846_Reybaud-Louis_Jerome-Paturot-a-la-recherche-d-une-position-sociale_2,1846,louis reybaud,jerome paturot a la recherche d une position sociale,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1870_Ponson-du-Terrail-Pierre_Rocambole-La-Corde-du-pendu_Tome-I--La-Corde-du-pendu,1870,du terrail pierre ponson,rocambole la corde du pendu,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1931_Leblanc-Maurice_La-Barre-y-va,1931,maurice leblanc,la barre y va,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1885_Zola-Emile_Germinal,1885,emile zola,germinal,male,cycles et séries,canon,canon,1,1,1,0,0,1,1,0
1893_Marie-Delorme_Les-Filles-du-clown,1893,delorme marie,les filles du clown,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1891_Metenier-Oscar_Le-gorille-Roman-parisien,1891,oscar metenier,le gorille roman parisien,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1912_Audoux-Marguerite_Valserine,1912,marguerite audoux,valserine,female,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1866_Ponson-du-Terrail-Pierre_La-Resurrection-de-Rocambole_Tome-III-Redemption-La-Vengeance-de-Vasilika,1866,du terrail pierre ponson,la resurrection de rocambole,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1894_Cim-Albert_Histoire-d-un-baiser,1894,albert cim,histoire d un baiser,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1958_San-Antonio_En-long-en-large-et-en-travers,1958,antonio san,en long en large et en travers,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
2007_Bergounioux-Pierre_Les-forges-de-Syam,2007,pierre bergounioux,les forges de syam,male,,non_canon,canon,0,0,0,0,0,0,0,0
1880_Letang-Louis_La-Belle-hotesse,1880,louis letang,la belle hotesse,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
