doc_name,date,auteur,titre,gender,subgenre,canon_roman,canon_auteur,bac,brevet,lm,sup,prix,gf,pleiade,gouv
1878_Aimard-Gustave-Auriac-Jules-Berlioz-d_Coeur-de-Panthere,1878,gustave auriac jules berlioz d aimard,coeur de panthere,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1894_Bloy-Leon_Histoires-desobligeantes,1894,leon bloy,histoires desobligeantes,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1959_Veuzit-Max-du_La-belle-etrangere,1959,max du veuzit,la belle etrangere,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
2013_Korman-Cloe_Les-Saisons-de-Louveplaine,2013,cloe korman,les saisons de louveplaine,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1864_Boissieres-Ernest_Un-crime-inconnu,1864,ernest boissieres,un crime inconnu,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1930_Nemirovsky-Irene_Le-bal,1930,irene nemirovsky,le bal,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
2014_Foenkinos-David_Charlotte,2014,david foenkinos,charlotte,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
2005_Modiano-Patrick_Un-pedigree,2005,patrick modiano,un pedigree,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1900_Le-Roy-Eugene_Jacquou-Le-Croquant,1900,roy eugene le,jacquou le croquant,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
2016_Echenoz-Jean_Envoyee-speciale,2016,jean echenoz,envoyee speciale,male,,non_canon,canon,0,0,0,0,0,0,0,0
1880_Inconnu_Indiscretions-d-une-Parisienne-Mademoiselle-Figaro,1880,inconnu,indiscretions d une parisienne mademoiselle figaro,,,non_canon,non_canon,0,0,0,0,0,0,0,0
1853_Zaccone-Pierre_Eric-le-mendiant,1853,pierre zaccone,eric le mendiant,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1926_Ramuz-Charles-Ferdinand_La-grande-peur-dans-la-montagne,1926,charles ferdinand ramuz,la grande peur dans la montagne,male,fantastique,non_canon,canon,0,0,1,0,0,0,1,0
1869_Ponson-du-Terrail-Pierre-Alexis-de_La-reine-des-barricades,1869,du terrail pierre alexis de ponson,la reine des barricades,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1845_Walsh-Joseph-Alexis_Les-Veillees-de-voyage,1845,joseph alexis walsh,les veillees de voyage,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1902_Bazin-Rene_Contes-de-bonne-Perrette,1902,rene bazin,contes de bonne perrette,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Montepin-Xavier-de_Le-Ventriloque-La-femme-du-Prussien,1876,xavier de montepin,le ventriloque la femme du prussien,male,cycles et séries,non_canon,non_canon,0,0,0,0,0,0,0,0
2005_Bouraoui-Nina_Mes-mauvaises-pensees,2005,nina bouraoui,mes mauvaises pensees,female,,canon,non_canon,0,0,0,0,1,0,0,0
1824_Beaufort-d-Hautpoul-Anne-Marie-de_Le-Page-et-la-romance_tome-3,1824,d hautpoul anne marie de beaufort,le page et la romance,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1846_Balzac-Honore-de_Physiologie-du-mariage,1846,honore de balzac,physiologie du mariage,male,non-fiction,canon,canon,0,0,1,0,0,1,1,0
1859_Ponson-du-Terrail-Pierre_Les-Exploits-de-Rocambole_Tome-III-La-Revanche-de-Baccarat,1859,du terrail pierre ponson,les exploits de rocambole,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1927_Crevel-René_Babylone,1927,rené crevel,babylone,male,,non_canon,canon,0,0,0,0,0,0,0,0
1867_Feval-Paul_L-avaleur-de-sabres_Tome-VI-Les-Habits-Noirs,1867,paul feval,l avaleur de sabres,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1846_Balzac-Honore-de_Les-Chouans-ou-La-Bretagne-en-1799,1846,honore de balzac,les chouans ou la bretagne en 1799,male,roman historique,non_canon,canon,0,0,1,0,0,0,1,0
1974_Ajar-Emile-Gary-Romain_Gros-Calin,1974,emile gary romain ajar,gros calin,male,,non_canon,canon,0,0,0,0,0,0,0,0
1894_Vanderem-Fernand_La-Cendre-Roman,1894,fernand vanderem,la cendre roman,male,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1830_Stendhal_Le-Rouge-et-le-noir,1830,stendhal,le rouge et le noir,male,,canon,canon,1,0,1,1,0,0,1,0
1925_Bazin-Rene_Le-ble-qui-leve,1925,rene bazin,le ble qui leve,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1983_Sagan-Françoise_Un-orage-immobile,1983,françoise sagan,un orage immobile,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
2010_Rolin-Jean_Le-Ravissement-de-Britney-Spears,2010,jean rolin,le ravissement de britney spears,male,,non_canon,canon,0,0,0,0,0,0,0,0
1892_Renard-Jules_L-Ecornifleur,1892,jules renard,l ecornifleur,male,,non_canon,canon,0,0,1,0,0,0,1,0
1841_Sand-George_Un-hiver-a-Majorque,1841,george sand,un hiver a majorque,female, mémoires et autobiographie ,non_canon,canon,0,0,1,0,0,0,1,0
1867_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Les-Forestiers-du-Michigan,1867,gustave auriac jules berlioz d  aimard,les forestiers du michigan,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
2003_Millet-Richard_Le-renard-dans-le-nom,2003,richard millet,le renard dans le nom,male,,non_canon,canon,0,0,0,0,0,0,0,0
1926_Crevel-René_La-mort-difficile,1926,rené crevel,la mort difficile,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1876_Malot-Hector_L-auberge-du-monde,1876,hector malot,l auberge du monde,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1972_San-Antonio_Ca-ne-s-invente-pas,1972,antonio san,ca ne s invente pas,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1861_Gondrecourt-Aristide-de_Le-Pays-de-la-peur_Tome-2,1861,aristide de gondrecourt,le pays de la peur,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1996_Rouaud-Jean_le-monde-a-peu-pres,1996,jean rouaud,le monde a peu pres,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1934_Duhamel-Georges_Vue-de-la-terre-promise,1934,georges duhamel,vue de la terre promise,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,0,0
1920_Leroux-Gaston_Rouletabille-chez-Krupp,1920,gaston leroux,rouletabille chez krupp,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1901_Lorrain-Jean_Monsieur-de-Phocas-Astarta--Roman,1901,jean lorrain,monsieur de phocas astarta  roman,male,,non_canon,canon,0,0,0,0,0,0,0,0
1897_Lesueur-Daniel_Le-mariage-de-Gabrielle,1897,daniel lesueur,le mariage de gabrielle,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1868_Daudet-Alphonse_Le-petit-Chose,1868,alphonse daudet,le petit chose,male,mémoires et autobiographie,non_canon,canon,0,0,1,0,0,0,1,0
1962_San-Antonio_Le-loup-habille-en-grand-mere,1962,antonio san,le loup habille en grand mere,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1954_Reage-Pauline_Histoire-d-O,1954,pauline reage,histoire d o,female,érotisme,non_canon,canon,0,0,0,0,0,0,0,0
1968_San-Antonio_Viva-Bertaga,1968,antonio san,viva bertaga,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1878_Houssaye-Arsene_Les-Trois-duchesses_Volume-4,1878,arsene houssaye,les trois duchesses,male,cycles et séries,non_canon,non_canon,0,0,0,0,0,0,0,0
1948_Delly_La-rose-qui-tue,1948,delly,la rose qui tue,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
2009_Jourde-Pierre_Paradis-Noir,2009,pierre jourde,paradis noir,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1878_Claretie-Jules_La-Maison-vide,1878,jules claretie,la maison vide,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1881_Courcy-Alfred-de_Le-Roman-cache,1881,alfred de courcy,le roman cache,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
2013_Rolin-Jean_Ormuz,2013,jean rolin,ormuz,male,,non_canon,canon,0,0,0,0,0,0,0,0
1823_Duras-Claire-de-Durfort_Ourika,1823,claire de durfort duras,ourika,female,,non_canon,canon,0,0,0,0,0,0,0,0
1825_de-Lamothe-Langon-Etienne-Leon_Le-Monastere-des-freres-noirs,1825,lamothe langon etienne leon de,le monastere des freres noirs,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-1-L-oeil-gris,1876,gustave aimard,le chasseur de rats,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1829_Merimee-Prosper_Tamango,1829,prosper merimee,tamango,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1925_Leroux-Gaston_Les-Tenebreuses_1,1925,gaston leroux,les tenebreuses,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1954_San-Antonio_Rue-des-macchabees,1954,antonio san,rue des macchabees,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1927_Colette_Le-Ble-en-herbe,1927,colette,le ble en herbe,female,,canon,canon,0,0,1,0,0,1,1,0
1876_Chazel-Prosper_Le-Chalet-des-sapins,1876,prosper chazel,le chalet des sapins,male,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1888_Daudet-Alphonse_L-Immortel,1888,alphonse daudet,l immortel,male,,non_canon,canon,0,0,1,0,0,0,1,0
1853_Du-Camp-Maxime_Memoires-d'un-suicide,1853,camp maxime du,memoires d'un suicide,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1897_Loti-Pierre_Figures-et-choses-qui-passaient,1897,pierre loti,figures et choses qui passaient,male,mémoires et autobiographie,non_canon,canon,0,0,1,0,0,0,0,0
1986_Jonquet-Thierry_Le-Manoir-Des-Immortelles,1986,thierry jonquet,le manoir des immortelles,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1875_Zola-Emile_La-faute-de-l-abbe-Mouret,1875,emile zola,la faute de l abbe mouret,male,cycles et séries,canon,canon,0,0,1,0,0,1,1,0
1899_Mirbeau-Octave_Le-Jardin-des-supplices,1899,octave mirbeau,le jardin des supplices,male,roman historique,non_canon,canon,0,0,0,0,0,0,0,0
1957_Celine-Louis-Ferdinand_D-un-chateau-L-autre,1957,louis ferdinand celine,d un chateau l autre,male,mémoires et autobiographie,non_canon,canon,0,0,1,0,0,0,1,0
1875_Verne-Jules_L-Ile-Mysterieuse,1875,jules verne,l ile mysterieuse,male,roman d'aventures,canon,canon,0,0,0,0,0,0,1,1
1991_Michon-Pierre_Rimbaud-le-fils,1991,pierre michon,rimbaud le fils,male,,canon,canon,1,0,0,0,0,0,0,0
1977_Yourcenar-Marguerite_Archives-du-Nord,1977,marguerite yourcenar,archives du nord,female,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,1,0
1858_Sand-George_Legendes-rustiques,1858,george sand,legendes rustiques,female,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1901_Boylesve-Rene_La-Becquee,1901,rene boylesve,la becquee,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1912_Zevaco-Michel_La-Marquise-de-Pompadour,1912,michel zevaco,la marquise de pompadour,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
2002_Oster-Christian_Dans-le-train,2002,christian oster,dans le train,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1868_Barbara-Charles_Mademoiselle-de-Sainte-Luce,1868,charles barbara,mademoiselle de sainte luce,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1844_Balzac-Honore-de_Le-Colonel-Chabert,1844,honore de balzac,le colonel chabert,male,cycles et séries,canon,canon,1,0,1,0,0,1,1,0
1827_Inconnu_Le-rocher,1827,inconnu,le rocher,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1958_Kessel-Joseph_Le-lion,1958,joseph kessel,le lion,male,,canon,canon,1,0,0,0,0,0,0,0
1882_Chavette-Eugene_La-Bande-de-la-belle-Alliette,1882,eugene chavette,la bande de la belle alliette,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1816_Bournon-Malarme-Charlotte-de_Lancelot-Montagu-ou-le-Resultat-des-bonnes-fortunes_Tome-1,1816,malarme charlotte de bournon,lancelot montagu ou le resultat des bonnes fortunes,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1980_Tournier-Michel_Gaspard-Melchior-Et-Balthazar,1980,michel tournier,gaspard melchior et balthazar,male,roman historique,non_canon,canon,0,0,0,0,0,0,1,0
1898_Lesueur-Daniel_Levres-closes,1898,daniel lesueur,levres closes,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1926_Delly_L'infidele,1926,delly,l'infidele,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
2009_N-Diaye-Marie_Trois-femmes-puissantes,2009,diaye marie n,trois femmes puissantes,female,,canon,canon,0,0,0,0,1,0,0,0
1904_Noailles-Anna-de_Le-visage-emerveille,1904,anna de noailles,le visage emerveille,female,journal intime,non_canon,canon,0,0,1,0,0,0,0,0
1853_Dumas-Alexandre_Les-drames-de-la-mer,1853,alexandre dumas,les drames de la mer,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-2),1832,elisabeth brossin de mere,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1897_Mary-Jules_La-Pocharde,1897,jules mary,la pocharde,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1920_Mauriac-François_La-chair-et-le-sang,1920,françois mauriac,la chair et le sang,male,,non_canon,canon,0,0,0,0,0,0,0,0
1858_Souvestre-Emile_Scenes-de-la-chouannerie,1858,emile souvestre,scenes de la chouannerie,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1951_Giono-Jean_Le-Hussard-sur-le-toit,1951,jean giono,le hussard sur le toit,male,,canon,canon,1,0,1,0,0,0,1,0
1885_Daudet-Alphonse_Tartarin-sur-les-Alpes,1885,alphonse daudet,tartarin sur les alpes,male,roman d'aventures,non_canon,canon,0,0,1,0,0,0,1,0
2013_Millet-Richard_Une-artiste-du-sexe,2013,richard millet,une artiste du sexe,male,,non_canon,canon,0,0,0,0,0,0,0,0
1987_Daeninckx-Didier_Lumiere-noire,1987,didier daeninckx,lumiere noire,male,policier,non_canon,canon,0,0,0,0,0,0,0,0
1910_Bazin-Rene_La-barriere,1910,rene bazin,la barriere,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1878_Sauniere-Paul_Le-Capitaine-Belle-Humeur,1878,paul sauniere,le capitaine belle humeur,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1880_Feval-Paul_Une-histoire-de-revenants,1880,paul feval,une histoire de revenants,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1879_Cherbuliez-Victor_Amours-fragiles,1879,victor cherbuliez,amours fragiles,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1902_Lesueur-Daniel_Le-meurtre-d-une-ame,1902,daniel lesueur,le meurtre d une ame,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-1),1832,elisabeth brossin de mere,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1952_Delly_Le-roseau-brise,1952,delly,le roseau brise,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1862_Hugo-Victor_Les-Miserables,1862,victor hugo,les miserables,male,,canon,canon,1,1,1,1,0,1,1,1
2013_Lemaitre-Pierre_Au-revoir-la-haut,2013,pierre lemaitre,au revoir la haut,male,roman historique,canon,non_canon,0,0,0,0,1,0,0,0
1910_Rolland-Romain_Jean-Christophe_Tome-VIII-Les-amies,1910,romain rolland,jean christophe,male,cycles et séries,canon,canon,0,0,1,0,1,0,0,0
1932_Kessel-Joseph_Fortune-Carree,1932,joseph kessel,fortune carree,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,0,0
1973_San-Antonio_J-ai-essaye-on-peut,1973,antonio san,j ai essaye on peut,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1960_Troyat-Henri_La-Barynia,1960,henri troyat,la barynia,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1885_Guy-de-Maupassant_Contes-du-jour-et-de-la-nuit,1885,de maupassant guy,contes du jour et de la nuit,male,nouvelles,canon,canon,0,1,0,1,0,0,0,0
1949_Simenon-Georges_Maigret-chez-le-coroner,1949,georges simenon,maigret chez le coroner,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1879_Houssaye-Arsene_Arsene-Houssaye-L-Eventail-brise_Volume-1-Regina,1879,arsene houssaye,arsene houssaye l eventail brise,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1845_Dumas-Alexandre_La-Reine-Margot,1845,alexandre dumas,la reine margot,male,roman d'aventures,canon,canon,0,0,0,0,0,1,1,0
1875_Stolz-Madame-de_Valentine,1875,madame de stolz,valentine,female,mémoires et autobiographie,non_canon,non_canon,0,0,0,0,0,0,0,0
1889_Coppee-François_Henriette,1889,françois coppee,henriette,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1917_Delly_La-petite-chanoinesse,1917,delly,la petite chanoinesse,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1877_Feval-Paul_Le-dernier-chevalier,1877,paul feval,le dernier chevalier,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1884_Rachilde_Monsieur-Venus,1884,rachilde,monsieur venus,female,,non_canon,canon,0,0,0,0,0,0,0,0
1995_Bergounioux-Pierre_Miette,1995,pierre bergounioux,miette,male,,non_canon,canon,0,0,0,0,0,0,0,0
1878_Greville-Henry_Les-epreuves-de-Raissa,1878,henry greville,les epreuves de raissa,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1954_Cohen-Albert_Le-livre-de-ma-mere,1954,albert cohen,le livre de ma mere,male,mémoires et autobiographie,canon,canon,1,0,0,0,0,0,1,0
1904_Verne-Jules_Maitre-du-Monde,1904,jules verne,maitre du monde,male,policier,non_canon,canon,0,0,0,0,0,0,1,0
1843_Balzac-Honore-de_Le-Pere-Goriot,1843,honore de balzac,le pere goriot,male,cycles et séries,canon,canon,1,0,1,0,0,1,1,1
1936_Montherlant-Henry-de_Pitie-pour-les-femmes,1936,henry de montherlant,pitie pour les femmes,male,épistolaire,non_canon,canon,0,0,1,0,0,0,1,0
2001_Houellebecq-Michel_Plateforme,2001,michel houellebecq,plateforme,male,,non_canon,canon,0,0,0,0,0,0,0,0
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-1,1831,alphonse macaire stanislas signol,le chiffonnier,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1869_Inconnu_Le-roman-d-un-seminariste-nouvelles-etudes-de-moeurs-contemporaines,1869,inconnu,le roman d un seminariste nouvelles etudes de moeurs contemporaines,,épistolaire,non_canon,non_canon,0,0,0,0,0,0,0,0
1841_Barbey-d-Aurevilly-Jules_L-amour-impossible,1841,d aurevilly jules barbey,l amour impossible,male,,non_canon,canon,0,0,0,0,0,0,0,0
1827_Vidocq-Eugene-François_Memoires-de-Vidocq_Tome-III,1827,eugene françois vidocq,memoires de vidocq,male,mémoires et autobiographie,non_canon,non_canon,0,0,0,0,0,0,0,0
1869_Sorr-Angelo-de_Fantome-de-la-rue-de-Venise,1869,angelo de sorr,fantome de la rue de venise,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Greville-Henry_Dosia,1876,henry greville,dosia,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1840_Poignant-Adolphe_Caen-en-1786-chronique-normande,1840,adolphe poignant,caen en 1786 chronique normande,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1843_Balzac-Honore-de_La-Rabouilleuse,1843,honore de balzac,la rabouilleuse,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1859_Feval-Paul_La-Maison-de-Pilate,1859,paul feval,la maison de pilate,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1862_Segur-comtesse-de_La-soeur-de-Gribouille,1862,comtesse de segur,la soeur de gribouille,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1893_Verlaine-Paul_Mes-prisons,1893,paul verlaine,mes prisons,male,mémoires et autobiographie,canon,canon,0,0,1,0,0,0,1,1
1981_Ernaux-Annie_La-femme-gelee,1981,annie ernaux,la femme gelee,female,mémoires et autobiographie,canon,canon,0,1,0,0,0,0,0,0
1880_Vernier-Paul_La-Chasse-aux-nihilistes,1880,paul vernier,la chasse aux nihilistes,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Verne-Jules_Le-tour-du-monde-en-quatre-vingts-jours,1872,jules verne,le tour du monde en quatre vingts jours,male,roman d'aventures,canon,canon,0,0,0,0,0,0,1,1
1971_Yourcenar-Marguerite_Alexis-ou-le-Traite-du-Vain-Combat-Le-Coup-de-Grace,1971,marguerite yourcenar,alexis ou le traite du vain combat le coup de grace,female,épistolaire,non_canon,canon,0,0,0,0,0,0,1,0
1883_Pont-Jest-Rene-de_La-Femme-de-cire,1883,jest rene de pont,la femme de cire,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1886_Mahalin-Paul_La-filleule-de-Lagardere_Tome-2-L-heritiere,1886,paul mahalin,la filleule de lagardere,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1957_Pagnol-Marcel_La-Gloire-de-mon-pere,1957,marcel pagnol,la gloire de mon pere,male,littérature jeunesse,non_canon,canon,0,0,1,0,0,0,0,0
1865_Robert-Clemence_Le-Baron-de-Trenck,1865,clemence robert,le baron de trenck,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
2015_Sansal-Boualem_2084-La-fin-du-monde,2015,boualem sansal,2084 la fin du monde,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1935_Duhamel-Georges_La-nuit-de-la-Saint-Jean,1935,georges duhamel,la nuit de la saint jean,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,0,0
2001_Simon-Claude_Le-tramway,2001,claude simon,le tramway,male,,non_canon,canon,0,0,0,0,0,0,1,0
1855_Dumas-Alexandre_Le-page-du-duc-de-Savoie_II,1855,alexandre dumas,le page du duc de savoie,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1905_Delly_L'etincelle,1905,delly,l'etincelle,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1832_Corbiere-Edouard_Les-pilotes-de-l-Iroise,1832,edouard corbiere,les pilotes de l iroise,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1847_Sandeau-Jules_Mademoiselle-de-la-Seigliere_Volume-1,1847,jules sandeau,mademoiselle de la seigliere,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1877_Navery-Raoul-de_Le-Cloitre-rouge,1877,raoul de navery,le cloitre rouge,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1888_Courteline-Georges_Les-femmes-d-amis,1888,georges courteline,les femmes d amis,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1952_Queneau-Raymond_Le-Dimanche-De-La-Vie,1952,raymond queneau,le dimanche de la vie,male,,non_canon,canon,0,0,0,0,0,0,1,0
2011_de-Vigan-Delphine_Rien-ne-s-oppose-a-la-nuit,2011,vigan delphine de,rien ne s oppose a la nuit,female,mémoires et autobiographie,canon,non_canon,0,0,0,0,1,0,0,0
1906_Loti-Pierre_Les-Desenchantees,1906,pierre loti,les desenchantees,male,,non_canon,canon,0,0,1,0,0,0,0,0
1903_Buxy-B-de_La-Demoiselle-au-Bois-Dormant,1903,b de buxy,la demoiselle au bois dormant,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1975_San-Antonio_Certaines-l-aiment-chauve,1975,antonio san,certaines l aiment chauve,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1911_Chantepleure-Guy_La-passagere,1911,guy chantepleure,la passagere,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
2011_Oster-Christian_Rouler,2011,christian oster,rouler,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1918_Le-Rouge-Gustave_Le-Mysterieux-Docteur-Cornelius,1918,rouge gustave le,le mysterieux docteur cornelius,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1890_Dumur-Louis_Albert,1890,louis dumur,albert,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1858_Segur-comtesse-de_Les-Malheurs-de-Sophie,1858,comtesse de segur,les malheurs de sophie,female,littérature jeunesse,canon,non_canon,0,0,0,0,0,0,0,1
1893_Leblanc-Maurice_Une-femme,1893,maurice leblanc,une femme,male,,canon,non_canon,1,0,0,0,0,0,0,0
1920_Leblanc-Maurice_Les-trois-yeux,1920,maurice leblanc,les trois yeux,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1908_Aicard-Jean_L-Illustre-Maurin,1908,jean aicard,l illustre maurin,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1884_Huysmans-Joris-Karl_a-rebours,1884,joris karl huysmans,a rebours,male,,canon,canon,0,0,1,1,0,1,0,1
1972_Simenon-Georges_Maigret-et-Monsieur-Charles,1972,georges simenon,maigret et monsieur charles,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1953_San-Antonio_Des-clientes-pour-la-morgue,1953,antonio san,des clientes pour la morgue,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1983_Tournier-Michel_Gilles-et-Jeanne,1983,michel tournier,gilles et jeanne,male,roman historique,non_canon,canon,0,0,0,0,0,0,1,0
1955_Simenon-Georges_Maigret-tend-un-piege,1955,georges simenon,maigret tend un piege,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1838_Kock-Paul-de_Madeleine,1838,paul de kock,madeleine,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1972_A.D.G._Cradoque-s-band,1972,a.d.g.,cradoque s band,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1893_Adam-Paul_Le-conte-futur,1893,paul adam,le conte futur,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-1),1876,fortune du boisgobey,les mysteres du nouveau paris,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1931_Simenon-Georges_Le-pendu-de-Saint-Pholien,1931,georges simenon,le pendu de saint pholien,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1996_Bouraoui-Nina_Le-Bal-des-murenes,1996,nina bouraoui,le bal des murenes,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1881_Cherbuliez-Victor_Noirs-et-Rouges,1881,victor cherbuliez,noirs et rouges,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
